Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-07 09:30:00-04:00,194.66000366210938,195.75,194.13999938964844,194.80999755859375,10154074,0.0,0.0
2024-06-07 10:30:00-04:00,194.80499267578125,195.97000122070312,194.74009704589844,195.6199951171875,6480520,0.0,0.0
2024-06-07 11:30:00-04:00,195.625,196.18499755859375,195.60000610351562,195.9550018310547,7373793,0.0,0.0
2024-06-07 12:30:00-04:00,195.9600067138672,196.49000549316406,195.7100067138672,196.36000061035156,4552773,0.0,0.0
2024-06-07 13:30:00-04:00,196.36000061035156,196.5800018310547,195.72000122070312,195.8699951171875,5669748,0.0,0.0
2024-06-07 14:30:00-04:00,195.86000061035156,196.44000244140625,195.5800018310547,196.4394989013672,4413006,0.0,0.0
2024-06-07 15:30:00-04:00,196.43499755859375,196.94000244140625,196.24000549316406,196.89999389648438,7738011,0.0,0.0
2024-06-10 09:30:00-04:00,197.1999969482422,197.2816925048828,194.8300018310547,195.6199951171875,15640700,0.0,0.0
2024-06-10 10:30:00-04:00,195.6217041015625,195.74000549316406,195.25,195.55419921875,5515526,0.0,0.0
2024-06-10 11:30:00-04:00,195.55999755859375,196.2100067138672,195.07000732421875,195.88839721679688,6844150,0.0,0.0
2024-06-10 12:30:00-04:00,195.88999938964844,196.3800048828125,195.11000061035156,195.4250030517578,7537803,0.0,0.0
2024-06-10 13:30:00-04:00,195.44000244140625,196.4499969482422,192.14999389648438,193.16000366210938,23696662,0.0,0.0
2024-06-10 14:30:00-04:00,193.14999389648438,194.3000030517578,192.3300018310547,192.96499633789062,17145821,0.0,0.0
2024-06-10 15:30:00-04:00,192.9600067138672,193.19000244140625,192.2899932861328,193.1300048828125,9924521,0.0,0.0
2024-06-11 09:30:00-04:00,193.66000366210938,201.0449981689453,193.63999938964844,200.89999389648438,41754118,0.0,0.0
2024-06-11 10:30:00-04:00,200.8925018310547,204.50999450683594,200.8800048828125,204.40989685058594,33923446,0.0,0.0
2024-06-11 11:30:00-04:00,204.39500427246094,205.4499969482422,203.4499969482422,204.22500610351562,23287350,0.0,0.0
2024-06-11 12:30:00-04:00,204.2476043701172,206.02999877929688,203.8000030517578,205.0399932861328,15916325,0.0,0.0
2024-06-11 13:30:00-04:00,205.02999877929688,205.41000366210938,204.44000244140625,205.0800018310547,11453848,0.0,0.0
2024-06-11 14:30:00-04:00,205.08999633789062,205.92999267578125,204.6999969482422,205.72999572753906,12935816,0.0,0.0
2024-06-11 15:30:00-04:00,205.72999572753906,207.16000366210938,205.49000549316406,207.13999938964844,16510894,0.0,0.0
2024-06-12 09:30:00-04:00,207.36000061035156,215.99000549316406,206.91000366210938,215.23500061035156,56496065,0.0,0.0
2024-06-12 10:30:00-04:00,215.22000122070312,218.1199951171875,214.67999267578125,217.58009338378906,28525914,0.0,0.0
2024-06-12 11:30:00-04:00,217.5800018310547,217.60000610351562,215.27000427246094,215.35000610351562,17483667,0.0,0.0
2024-06-12 12:30:00-04:00,215.33059692382812,217.36000061035156,214.86099243164062,216.92999267578125,12561436,0.0,0.0
2024-06-12 13:30:00-04:00,216.92750549316406,219.3249969482422,216.4600067138672,218.960205078125,17876803,0.0,0.0
2024-06-12 14:30:00-04:00,218.95010375976562,220.1999969482422,217.3699951171875,217.72999572753906,23575609,0.0,0.0
2024-06-12 15:30:00-04:00,217.74000549316406,217.75999450683594,212.83999633789062,213.1116943359375,27633505,0.0,0.0
2024-06-13 09:30:00-04:00,214.77999877929688,216.75,213.13999938964844,213.85020446777344,30111186,0.0,0.0
2024-06-13 10:30:00-04:00,213.8643035888672,214.5590057373047,212.17010498046875,213.44500732421875,11890302,0.0,0.0
2024-06-13 11:30:00-04:00,213.43589782714844,214.06179809570312,211.60000610351562,212.10000610351562,8952250,0.0,0.0
2024-06-13 12:30:00-04:00,212.11000061035156,213.74000549316406,212.02999877929688,213.60000610351562,6757287,0.0,0.0
2024-06-13 13:30:00-04:00,213.60499572753906,213.7899932861328,212.4001007080078,213.19000244140625,6146495,0.0,0.0
2024-06-13 14:30:00-04:00,213.1999969482422,214.39999389648438,213.0399932861328,214.33999633789062,12111802,0.0,0.0
2024-06-13 15:30:00-04:00,214.3300018310547,214.8800048828125,213.83200073242188,214.1300048828125,9252524,0.0,0.0
2024-06-14 09:30:00-04:00,213.80999755859375,215.1699981689453,212.6199951171875,213.38999938964844,16970905,0.0,0.0
2024-06-14 10:30:00-04:00,213.38999938964844,213.91990661621094,212.66000366210938,213.59500122070312,9007098,0.0,0.0
2024-06-14 11:30:00-04:00,213.59500122070312,213.82000732421875,211.6699981689453,211.75,9057332,0.0,0.0
2024-06-14 12:30:00-04:00,211.75,212.2790069580078,211.3000030517578,211.77999877929688,6971182,0.0,0.0
2024-06-14 13:30:00-04:00,211.77999877929688,212.4499969482422,211.69000244140625,212.22500610351562,5419804,0.0,0.0
2024-06-14 14:30:00-04:00,212.22950744628906,212.38999938964844,211.67999267578125,212.3800048828125,5080813,0.0,0.0
2024-06-14 15:30:00-04:00,212.375,212.58790588378906,211.4199981689453,212.52000427246094,7731194,0.0,0.0
2024-06-17 09:30:00-04:00,213.3000030517578,216.49000549316406,212.72000122070312,216.09140014648438,23579228,0.0,0.0
2024-06-17 10:30:00-04:00,216.08999633789062,217.3300018310547,215.3300018310547,216.3314971923828,11752782,0.0,0.0
2024-06-17 11:30:00-04:00,216.3300018310547,217.07000732421875,215.82000732421875,216.5399932861328,7605894,0.0,0.0
2024-06-17 12:30:00-04:00,216.5399932861328,218.10000610351562,216.1300048828125,217.82000732421875,7465754,0.0,0.0
2024-06-17 13:30:00-04:00,217.8300018310547,218.75,217.75,218.35000610351562,8525981,0.0,0.0
2024-06-17 14:30:00-04:00,218.34519958496094,218.94500732421875,217.9600067138672,218.15499877929688,9383966,0.0,0.0
2024-06-17 15:30:00-04:00,218.16000366210938,218.33999633789062,215.47999572753906,216.7100067138672,11852085,0.0,0.0
2024-06-18 09:30:00-04:00,217.61000061035156,218.6300048828125,214.44000244140625,215.30999755859375,21562377,0.0,0.0
2024-06-18 10:30:00-04:00,215.30999755859375,215.8000030517578,213.44000244140625,214.36000061035156,11158176,0.0,0.0
2024-06-18 11:30:00-04:00,214.35499572753906,214.44000244140625,213.0,213.22000122070312,7665650,0.0,0.0
2024-06-18 12:30:00-04:00,213.22000122070312,214.22999572753906,213.2165069580078,213.66000366210938,7074821,0.0,0.0
2024-06-18 13:30:00-04:00,213.66000366210938,214.05569458007812,213.07000732421875,213.72300720214844,5483651,0.0,0.0
2024-06-18 14:30:00-04:00,213.72500610351562,214.91000366210938,213.4001007080078,214.64999389648438,7084903,0.0,0.0
2024-06-18 15:30:00-04:00,214.64500427246094,215.10000610351562,213.91000366210938,214.3800048828125,7980426,0.0,0.0
2024-06-20 09:30:00-04:00,213.92999267578125,214.24000549316406,211.47999572753906,211.6385955810547,18864147,0.0,0.0
2024-06-20 10:30:00-04:00,211.6300048828125,211.97000122070312,209.52999877929688,209.53500366210938,12783233,0.0,0.0
2024-06-20 11:30:00-04:00,209.5399932861328,211.1699981689453,209.4199981689453,209.52499389648438,9155236,0.0,0.0
2024-06-20 12:30:00-04:00,209.52999877929688,210.28990173339844,209.1300048828125,209.3800048828125,6958427,0.0,0.0
2024-06-20 13:30:00-04:00,209.3699951171875,210.60000610351562,209.2100067138672,210.0399932861328,6536332,0.0,0.0
2024-06-20 14:30:00-04:00,210.0399932861328,210.1699981689453,209.16000366210938,209.67320251464844,8591610,0.0,0.0
2024-06-20 15:30:00-04:00,209.6750030517578,209.75,208.85000610351562,209.55999755859375,9279123,0.0,0.0
